farm_id,day,flock_type,ambient_temp,feed_intake_g,water_intake_ml,mortality_rate,egg_production_rate,disease_label
207,27,broiler,21.73,86.9,192.1,2.39,0.0,3
207,28,broiler,25.12,94.2,172.0,0.11,0.0,0
207,29,broiler,22.72,123.8,211.1,0.27,0.0,0
207,30,broiler,26.04,122.7,245.0,0.46,0.0,0
207,31,broiler,23.06,123.0,263.7,0.24,0.0,0
207,32,broiler,23.87,102.9,202.0,0.13,0.0,0
207,33,broiler,24.98,102.4,167.9,0.28,0.0,0
207,34,broiler,27.35,109.3,198.9,0.33,0.0,0
207,35,broiler,25.37,115.5,216.1,0.27,0.0,0
207,36,broiler,23.42,126.5,258.5,0.23,0.0,0
207,37,broiler,25.83,116.3,226.8,0.1,0.0,0
207,38,broiler,22.74,109.0,178.5,0.09,0.0,0
207,39,broiler,25.75,117.2,216.2,0.33,0.0,0
207,40,broiler,25.43,125.3,238.9,0.29,0.0,0
207,41,broiler,23.69,72.0,218.2,8.55,0.0,2
207,42,broiler,24.52,121.5,257.9,0.51,0.0,0
207,43,broiler,27.33,62.6,103.1,0.27,0.0,0
207,44,broiler,27.04,109.5,235.2,0.38,0.0,0
207,45,broiler,21.91,60.6,182.0,13.62,0.0,2
207,46,broiler,22.73,88.0,169.5,0.51,0.0,0
207,47,broiler,21.21,132.0,220.1,0.0,0.0,0
207,48,broiler,25.56,97.7,168.0,0.11,0.0,0
207,49,broiler,29.08,121.5,206.6,0.27,0.0,0
207,50,broiler,24.29,69.0,201.0,9.64,0.0,2
207,51,broiler,24.38,102.6,210.7,0.01,0.0,0
207,52,broiler,19.74,82.4,239.1,0.38,0.0,4
207,53,broiler,22.84,129.0,225.9,0.37,0.0,0
207,54,broiler,20.83,100.1,177.8,0.37,0.0,0
207,55,broiler,27.81,97.2,181.1,0.48,0.0,0
207,56,broiler,22.57,97.7,175.8,0.06,0.0,0
207,57,broiler,20.66,92.1,174.3,0.43,0.0,0
207,58,broiler,24.32,127.5,228.1,0.34,0.0,0
207,59,broiler,23.44,127.7,229.7,0.31,0.0,0
207,60,broiler,24.78,128.4,257.9,0.1,0.0,0
207,61,broiler,26.97,113.3,182.3,0.12,0.0,0
207,62,broiler,25.84,121.9,195.5,0.42,0.0,0
207,63,broiler,26.6,80.4,155.1,0.19,0.0,0
207,64,broiler,26.44,106.9,208.6,0.43,0.0,0
207,65,broiler,23.22,107.2,196.4,0.19,0.0,0
207,66,broiler,26.39,117.2,198.5,0.14,0.0,0
207,67,broiler,26.95,107.5,190.3,0.35,0.0,0
207,68,broiler,23.95,100.0,184.4,0.22,0.0,0
207,69,broiler,18.93,134.2,274.7,0.32,0.0,0
207,70,broiler,23.96,123.0,216.7,0.51,0.0,0
207,71,broiler,24.61,84.0,136.5,0.2,0.0,0
207,72,broiler,23.58,112.4,217.6,0.56,0.0,0
207,73,broiler,22.72,119.6,197.2,0.15,0.0,0
207,74,broiler,23.96,97.1,212.2,0.14,0.0,0
207,75,broiler,24.14,59.4,150.9,0.3,0.0,4
207,76,broiler,22.11,118.9,245.3,0.17,0.0,0
207,77,broiler,20.09,126.5,210.4,0.4,0.0,0
207,78,broiler,22.73,118.8,240.3,0.42,0.0,0
207,79,broiler,22.76,121.0,259.7,0.74,0.0,0
207,80,broiler,21.87,91.4,191.6,0.0,0.0,0
207,81,broiler,25.22,114.6,228.1,0.37,0.0,0
207,82,broiler,22.71,114.4,246.7,0.25,0.0,0
207,83,broiler,24.7,100.6,188.2,0.44,0.0,0
207,84,broiler,24.88,108.8,228.6,0.32,0.0,0
207,85,broiler,26.11,89.3,191.7,0.08,0.0,0
207,86,broiler,25.58,125.0,239.8,0.47,0.0,0
207,87,broiler,24.6,90.8,164.8,0.14,0.0,0
207,88,broiler,24.52,125.8,239.8,0.64,0.0,0
207,89,broiler,23.82,126.0,274.3,0.54,0.0,0
207,90,broiler,23.89,120.7,198.4,0.39,0.0,0
208,1,broiler,27.21,88.5,163.6,0.62,0.0,0
208,2,broiler,30.49,99.3,354.2,0.4,0.0,1
208,3,broiler,31.29,83.5,230.9,0.27,0.0,1
208,4,broiler,30.96,92.1,286.6,0.0,0.0,1
208,5,broiler,27.6,90.9,171.6,0.08,0.0,0
208,6,broiler,32.49,91.7,324.0,0.07,0.0,1
208,7,broiler,26.85,91.8,162.0,0.49,0.0,0
208,8,broiler,27.89,61.9,182.5,7.07,0.0,2
208,9,broiler,29.4,93.7,165.3,0.19,0.0,0
208,10,broiler,30.41,75.8,232.1,0.27,0.0,1
208,11,broiler,32.52,109.8,366.1,0.16,0.0,1
208,12,broiler,30.31,89.0,232.7,0.26,0.0,1
208,13,broiler,32.62,87.3,276.6,0.45,0.0,1
208,14,broiler,25.87,100.5,169.5,0.33,0.0,0
208,15,broiler,27.19,112.9,195.6,0.34,0.0,0
208,16,broiler,30.58,89.6,299.9,0.01,0.0,1
208,17,broiler,26.7,99.2,179.7,0.65,0.0,0
208,18,broiler,29.15,111.4,190.7,0.15,0.0,0
208,19,broiler,32.24,79.2,281.7,0.54,0.0,1
208,20,broiler,29.56,118.6,256.0,0.73,0.0,0
208,21,broiler,30.05,87.4,298.8,0.49,0.0,1
208,22,broiler,29.39,108.8,204.6,0.51,0.0,0
208,23,broiler,29.87,104.5,204.9,0.3,0.0,0
208,24,broiler,30.63,79.3,212.3,0.24,0.0,1
208,25,broiler,30.24,79.3,241.7,0.52,0.0,1
208,26,broiler,30.41,82.5,225.5,0.28,0.0,1
208,27,broiler,29.81,66.7,180.2,10.46,0.0,2
208,28,broiler,32.42,74.8,222.8,0.17,0.0,1
208,29,broiler,26.97,125.9,249.9,0.31,0.0,0
208,30,broiler,30.43,78.7,233.0,0.45,0.0,1
208,31,broiler,26.86,112.7,246.8,0.35,0.0,0
208,32,broiler,24.66,109.0,212.0,0.0,0.0,0
208,33,broiler,29.85,65.3,228.3,8.87,0.0,2
208,34,broiler,28.44,101.1,165.4,0.09,0.0,0
208,35,broiler,29.16,90.9,250.9,3.74,0.0,3
208,36,broiler,30.55,92.4,306.5,0.39,0.0,1
208,37,broiler,30.17,87.8,236.4,0.41,0.0,1
208,38,broiler,29.61,86.4,175.7,0.43,0.0,0
208,39,broiler,24.74,65.3,172.9,0.62,0.0,4
208,40,broiler,32.24,101.6,349.3,0.06,0.0,1
208,41,broiler,30.27,77.8,266.3,0.27,0.0,1
208,42,broiler,28.55,52.0,146.8,12.48,0.0,2
208,43,broiler,24.99,114.8,246.2,0.21,0.0,0
208,44,broiler,28.44,97.9,214.3,0.0,0.0,0
208,45,broiler,29.53,86.0,178.0,0.32,0.0,0
208,46,broiler,26.65,114.5,227.7,0.23,0.0,0
208,47,broiler,32.04,90.5,277.5,0.39,0.0,1
208,48,broiler,28.35,128.3,218.0,0.36,0.0,0
208,49,broiler,32.31,81.5,224.4,0.26,0.0,1
208,50,broiler,27.7,117.5,206.4,0.32,0.0,0
208,51,broiler,31.68,73.1,222.2,0.23,0.0,1
208,52,broiler,29.03,107.7,210.1,0.29,0.0,0
208,53,broiler,31.4,96.5,337.6,0.07,0.0,1
208,54,broiler,26.78,92.9,157.1,0.19,0.0,0
208,55,broiler,31.09,82.6,220.4,0.1,0.0,1
208,56,broiler,29.2,84.0,145.5,0.0,0.0,0
208,57,broiler,28.65,90.6,243.0,2.85,0.0,3
208,58,broiler,31.73,78.6,231.8,0.13,0.0,1
208,59,broiler,26.85,108.6,201.9,0.3,0.0,0
208,60,broiler,31.12,84.9,267.0,0.36,0.0,1
208,61,broiler,30.98,92.5,260.9,0.41,0.0,1
208,62,broiler,29.13,83.4,136.2,0.66,0.0,0
208,63,broiler,31.94,96.9,297.8,0.22,0.0,1
208,64,broiler,31.54,97.2,319.3,0.58,0.0,1
208,65,broiler,27.3,122.2,260.5,0.44,0.0,0
208,66,broiler,32.16,66.3,200.1,0.51,0.0,1
208,67,broiler,28.3,133.6,281.6,0.07,0.0,0
208,68,broiler,27.19,98.1,168.2,0.05,0.0,0
208,69,broiler,29.24,107.4,204.7,0.08,0.0,0
208,70,broiler,26.03,112.8,181.1,0.32,0.0,0
208,71,broiler,31.7,91.0,300.4,0.14,0.0,1
208,72,broiler,31.08,91.4,281.3,0.36,0.0,1
208,73,broiler,28.71,104.7,170.5,0.36,0.0,0
208,74,broiler,27.22,127.1,234.0,0.27,0.0,0
208,75,broiler,31.46,82.6,222.9,0.37,0.0,1
208,76,broiler,27.97,135.2,227.6,0.44,0.0,0
208,77,broiler,24.0,88.3,195.8,5.83,0.0,3
208,78,broiler,29.3,109.7,235.3,0.39,0.0,0
208,79,broiler,30.06,89.2,235.4,0.15,0.0,1
208,80,broiler,29.78,129.3,241.8,0.34,0.0,0
208,81,broiler,26.47,105.1,179.1,0.45,0.0,0
208,82,broiler,30.51,100.6,356.0,0.49,0.0,1
208,83,broiler,29.34,133.8,256.4,0.23,0.0,0
208,84,broiler,30.09,104.0,316.3,0.13,0.0,1
208,85,broiler,26.37,127.6,216.5,0.51,0.0,0
208,86,broiler,29.9,95.8,170.5,0.6,0.0,0
208,87,broiler,28.14,98.0,157.1,0.49,0.0,0
208,88,broiler,29.49,102.0,175.6,0.14,0.0,0
208,89,broiler,29.43,131.2,262.0,0.37,0.0,0
208,90,broiler,28.94,131.7,246.3,0.28,0.0,0
209,1,layer,21.87,64.1,192.9,0.27,61.1,4
209,2,layer,20.55,123.9,206.4,0.39,67.3,0
209,3,layer,23.64,122.2,202.4,0.32,75.4,0
209,4,layer,25.23,103.1,225.3,0.0,67.7,0
209,5,layer,20.16,139.3,301.7,0.1,74.8,0
209,6,layer,24.49,112.5,216.5,0.51,64.7,0
209,7,layer,22.91,132.8,273.1,0.34,73.9,0
209,8,layer,24.68,115.9,204.0,0.0,79.2,0
209,9,layer,24.86,115.7,191.3,0.35,97.0,0
209,10,layer,21.43,119.1,251.4,0.21,70.0,0
209,11,layer,22.14,140.0,235.3,0.16,72.0,0
209,12,layer,22.64,71.3,213.8,0.5,59.0,4
209,13,layer,21.96,104.4,212.6,0.22,84.2,0
209,14,layer,18.85,117.8,251.3,0.45,75.7,0
209,15,layer,20.95,145.1,268.9,0.51,76.6,0
209,16,layer,20.78,138.5,260.0,0.26,87.7,0
209,17,layer,22.58,131.0,240.8,0.14,65.8,0
209,18,layer,23.87,109.5,230.0,0.43,71.3,0
209,19,layer,19.77,121.9,255.6,0.29,84.9,0
209,20,layer,24.49,115.5,242.0,0.0,74.6,0
209,21,layer,22.93,106.3,195.2,0.18,66.3,0
209,22,layer,22.33,63.0,227.7,5.95,30.7,2
209,23,layer,20.05,124.0,244.7,0.34,76.8,0
209,24,layer,25.21,101.0,179.9,0.43,78.1,0
209,25,layer,23.34,115.9,236.9,0.31,64.0,0
209,26,layer,21.97,124.9,246.3,0.49,65.9,0
209,27,layer,25.57,126.7,211.8,0.34,90.8,0
209,28,layer,21.81,128.8,226.2,0.33,88.5,0
209,29,layer,25.52,154.6,281.6,0.38,77.8,0
209,30,layer,24.98,126.5,277.0,0.06,80.1,0
209,31,layer,22.32,144.9,239.3,0.18,60.6,0
209,32,layer,18.86,114.6,239.6,0.26,91.6,0
209,33,layer,23.17,97.7,196.6,0.19,67.5,0
209,34,layer,22.0,120.0,209.8,0.37,53.6,0
209,35,layer,23.42,121.2,228.1,0.24,70.0,0
209,36,layer,22.78,109.4,181.7,0.15,80.5,0
209,37,layer,23.15,138.7,223.6,0.5,68.3,0
209,38,layer,21.04,112.3,179.8,0.17,76.4,0
209,39,layer,25.55,108.3,229.1,0.06,68.1,0
209,40,layer,23.03,119.4,233.1,0.26,58.2,0
209,41,layer,22.38,133.0,259.3,0.81,76.3,0
209,42,layer,23.4,138.3,228.9,0.0,54.5,0
209,43,layer,24.58,120.3,260.7,0.22,59.3,0
209,44,layer,22.16,120.4,211.2,0.51,78.0,0
209,45,layer,24.45,120.5,239.5,0.13,88.9,0
209,46,layer,25.22,94.1,185.8,0.0,69.2,0
209,47,layer,24.47,121.9,223.7,0.35,66.5,0
209,48,layer,19.7,115.7,231.4,0.2,69.4,0
209,49,layer,22.21,106.8,176.8,0.33,81.0,0
209,50,layer,23.51,89.2,147.2,0.23,84.9,0
209,51,layer,24.74,108.0,206.9,0.16,63.7,0
209,52,layer,23.97,132.2,281.4,0.09,78.5,0
209,53,layer,20.57,145.5,262.6,0.25,72.6,0
209,54,layer,21.62,131.6,232.6,0.29,72.3,0
209,55,layer,22.89,119.3,238.8,0.26,78.8,0
209,56,layer,24.51,103.2,182.4,0.41,70.4,0
209,57,layer,22.17,101.5,175.3,0.28,78.0,0
209,58,layer,23.19,119.3,203.8,0.6,61.0,0
209,59,layer,21.6,130.9,232.2,0.29,70.6,0
209,60,layer,20.26,130.6,250.7,0.69,49.6,0
209,61,layer,23.08,109.3,216.7,0.43,90.3,0
209,62,layer,22.7,101.3,211.8,0.0,92.2,0
209,63,layer,23.44,85.0,235.7,0.1,60.2,4
209,64,layer,24.91,107.5,232.7,0.14,100.0,0
209,65,layer,24.44,115.6,190.9,0.18,75.6,0
209,66,layer,23.81,126.7,220.8,0.0,74.5,0
209,67,layer,24.25,121.2,221.5,0.3,73.6,0
209,68,layer,19.48,115.0,234.1,0.74,65.1,0
209,69,layer,23.16,138.9,275.8,0.55,47.7,0
209,70,layer,23.6,99.8,214.0,0.0,73.8,0
209,71,layer,21.06,128.5,212.5,0.26,77.4,0
209,72,layer,25.16,113.0,247.0,0.39,61.2,0
209,73,layer,22.54,98.1,227.8,0.4,78.2,4
209,74,layer,20.6,118.0,224.1,0.47,72.9,0
209,75,layer,25.96,101.8,202.7,0.31,73.1,0
209,76,layer,24.19,119.0,233.9,0.48,83.7,0
209,77,layer,20.57,120.0,236.9,0.27,70.9,0
209,78,layer,24.71,118.2,218.5,0.32,77.5,0
209,79,layer,27.66,123.4,227.3,0.22,57.3,0
209,80,layer,26.63,96.4,186.0,0.0,86.6,0
209,81,layer,25.38,115.4,232.6,0.2,51.3,0
209,82,layer,20.62,67.3,194.3,5.88,26.7,2
209,83,layer,20.07,142.2,312.0,0.45,98.0,0
209,84,layer,20.71,105.8,219.2,0.18,92.1,0
209,85,layer,23.71,136.6,287.4,0.27,85.8,0
209,86,layer,24.56,108.7,229.7,0.42,68.8,0
209,87,layer,23.36,126.4,216.8,0.15,68.4,0
209,88,layer,21.44,109.1,222.1,0.6,68.5,0
209,89,layer,21.19,107.4,182.9,0.15,82.3,0
209,90,layer,20.56,115.8,207.5,0.24,77.1,0
210,1,broiler,23.13,138.6,263.0,0.06,0.0,0
210,2,broiler,21.81,108.3,237.2,0.0,0.0,0
210,3,broiler,26.85,106.9,217.6,0.28,0.0,0
210,4,broiler,25.83,69.6,190.5,0.32,0.0,4
210,5,broiler,25.62,103.8,220.6,0.27,0.0,0
210,6,broiler,24.25,122.0,246.8,0.42,0.0,0
210,7,broiler,26.11,107.3,204.7,0.12,0.0,0
210,8,broiler,25.54,99.3,162.0,0.38,0.0,0
210,9,broiler,28.19,123.0,254.7,0.27,0.0,0
210,10,broiler,29.0,95.2,195.6,0.18,0.0,0
210,11,broiler,26.09,65.7,162.5,0.77,0.0,4
210,12,broiler,23.86,121.1,208.5,0.23,0.0,0
210,13,broiler,26.75,112.8,214.2,0.42,0.0,0
210,14,broiler,24.55,144.5,289.4,0.18,0.0,0
210,15,broiler,29.01,100.8,161.3,0.29,0.0,0
210,16,broiler,26.3,125.8,258.3,0.16,0.0,0
210,17,broiler,25.6,128.1,242.1,0.25,0.0,0
210,18,broiler,30.95,97.4,278.9,0.16,0.0,1
210,19,broiler,22.45,102.5,220.3,0.42,0.0,0
210,20,broiler,28.02,109.5,231.6,0.4,0.0,0
210,21,broiler,26.48,102.4,181.4,0.38,0.0,0
210,22,broiler,25.99,103.6,178.9,0.25,0.0,0
210,23,broiler,23.81,118.5,201.7,0.28,0.0,0
210,24,broiler,28.44,104.8,187.9,0.11,0.0,0
210,25,broiler,22.64,88.9,168.6,0.33,0.0,0
210,26,broiler,28.71,72.9,202.8,5.28,0.0,3
210,27,broiler,27.19,119.9,242.8,0.09,0.0,0
210,28,broiler,27.93,106.4,225.2,0.34,0.0,0
210,29,broiler,27.12,100.5,273.2,0.22,0.0,4
210,30,broiler,25.48,129.6,218.1,0.12,0.0,0
210,31,broiler,25.22,125.8,229.2,0.31,0.0,0
210,32,broiler,28.63,101.2,222.3,0.16,0.0,0
210,33,broiler,26.35,90.8,197.1,0.8,0.0,0
210,34,broiler,27.01,77.2,163.0,0.35,0.0,0
210,35,broiler,28.75,112.3,205.6,0.32,0.0,0
210,36,broiler,26.69,116.7,247.4,0.17,0.0,0
210,37,broiler,24.88,108.9,192.4,0.21,0.0,0
210,38,broiler,26.22,69.7,125.4,0.15,0.0,0
210,39,broiler,26.28,114.2,248.6,0.41,0.0,0
210,40,broiler,26.5,115.6,213.0,0.07,0.0,0
210,41,broiler,30.53,93.9,281.8,0.34,0.0,1
210,42,broiler,26.64,113.8,199.0,0.11,0.0,0
210,43,broiler,26.58,82.2,142.4,0.27,0.0,0
210,44,broiler,29.32,109.3,192.1,0.12,0.0,0
210,45,broiler,30.2,81.4,266.2,0.03,0.0,1
210,46,broiler,28.51,97.0,172.7,0.21,0.0,0
210,47,broiler,28.34,112.6,232.1,0.43,0.0,0
210,48,broiler,24.66,112.9,223.0,0.18,0.0,0
210,49,broiler,27.44,116.3,251.5,0.15,0.0,0
210,50,broiler,25.13,101.8,190.3,0.43,0.0,0
210,51,broiler,26.93,114.7,238.4,0.4,0.0,0
210,52,broiler,29.35,148.5,325.4,0.62,0.0,0
210,53,broiler,28.34,108.9,217.3,0.11,0.0,0
210,54,broiler,27.57,100.8,164.2,0.28,0.0,0
210,55,broiler,28.54,106.5,218.6,0.23,0.0,0
210,56,broiler,28.59,88.6,191.5,0.0,0.0,0
210,57,broiler,24.48,95.4,200.9,0.0,0.0,0
210,58,broiler,23.75,77.6,145.9,0.46,0.0,0
210,59,broiler,26.92,123.2,266.5,0.61,0.0,0
210,60,broiler,27.01,107.8,185.1,0.33,0.0,0
210,61,broiler,24.1,130.8,231.9,0.2,0.0,0
210,62,broiler,28.49,84.8,228.8,3.79,0.0,3
210,63,broiler,27.26,89.2,156.5,0.16,0.0,0
210,64,broiler,25.89,119.9,259.6,0.3,0.0,0
210,65,broiler,24.55,111.8,188.9,0.24,0.0,0
210,66,broiler,28.93,130.2,264.4,0.15,0.0,0
210,67,broiler,25.54,114.8,193.0,0.34,0.0,0
210,68,broiler,25.43,104.2,222.7,0.0,0.0,0
210,69,broiler,24.0,69.6,250.2,9.17,0.0,2
210,70,broiler,26.27,97.6,191.2,0.16,0.0,0
210,71,broiler,29.88,119.6,227.3,0.62,0.0,0
210,72,broiler,29.75,104.6,186.5,0.43,0.0,0
210,73,broiler,22.41,108.6,212.7,0.16,0.0,0
210,74,broiler,28.53,107.8,174.3,0.0,0.0,0
210,75,broiler,26.84,107.9,188.9,0.19,0.0,0
210,76,broiler,28.02,119.3,241.8,0.07,0.0,0
210,77,broiler,25.2,129.4,261.6,0.33,0.0,0
210,78,broiler,26.16,120.5,252.5,0.48,0.0,0
210,79,broiler,25.88,72.5,181.9,5.37,0.0,3
210,80,broiler,27.42,80.4,163.3,0.47,0.0,0
210,81,broiler,28.6,124.6,269.9,0.43,0.0,0
210,82,broiler,25.14,137.4,223.1,0.47,0.0,0
210,83,broiler,28.7,95.8,200.6,0.19,0.0,0
210,84,broiler,27.66,118.3,204.3,0.42,0.0,0
210,85,broiler,23.06,118.6,245.1,0.33,0.0,0
210,86,broiler,25.64,88.9,163.5,0.32,0.0,0
210,87,broiler,25.56,103.6,209.3,0.51,0.0,0
210,88,broiler,23.96,109.3,184.8,0.24,0.0,0
210,89,broiler,26.19,107.5,208.8,0.35,0.0,0
210,90,broiler,26.26,90.5,181.6,0.0,0.0,0
211,1,broiler,29.71,74.6,192.9,2.77,0.0,3
211,2,broiler,29.66,125.2,224.4,0.43,0.0,0
211,3,broiler,29.72,119.4,216.6,0.28,0.0,0
211,4,broiler,32.88,69.8,235.8,0.0,0.0,1
211,5,broiler,29.97,112.3,238.4,0.32,0.0,0
211,6,broiler,28.46,85.7,155.7,0.23,0.0,0
211,7,broiler,28.43,114.0,185.5,0.24,0.0,0
211,8,broiler,30.67,74.7,244.9,0.23,0.0,1
211,9,broiler,29.84,105.4,210.2,0.0,0.0,0
211,10,broiler,30.28,98.8,335.2,0.36,0.0,1
211,11,broiler,27.04,101.4,188.8,0.35,0.0,0
211,12,broiler,30.32,99.9,271.9,0.53,0.0,1
211,13,broiler,31.82,89.8,242.3,0.22,0.0,1
211,14,broiler,24.6,121.9,263.6,0.06,0.0,0
211,15,broiler,28.55,94.0,203.9,0.21,0.0,0
211,16,broiler,28.4,101.4,189.8,0.61,0.0,0
211,17,broiler,27.56,107.9,195.5,0.46,0.0,0
211,18,broiler,27.16,114.9,238.5,0.36,0.0,0
211,19,broiler,31.83,74.4,250.1,0.26,0.0,1
211,20,broiler,27.16,124.4,238.7,0.33,0.0,0
211,21,broiler,31.62,84.7,260.9,0.14,0.0,1
211,22,broiler,30.7,84.0,236.4,0.2,0.0,1
211,23,broiler,29.22,125.0,250.4,0.39,0.0,0
211,24,broiler,29.47,101.3,201.5,0.5,0.0,0
211,25,broiler,28.54,109.1,183.3,0.15,0.0,0
211,26,broiler,27.1,113.8,217.8,0.07,0.0,0
211,27,broiler,26.29,127.4,204.1,0.08,0.0,0
211,28,broiler,30.45,101.4,291.2,0.51,0.0,1
211,29,broiler,28.22,118.2,194.6,0.07,0.0,0
211,30,broiler,29.5,80.0,238.4,0.54,0.0,4
211,31,broiler,29.43,124.5,214.6,0.24,0.0,0
211,32,broiler,29.82,84.4,235.0,0.48,0.0,4
211,33,broiler,29.52,99.3,160.8,0.02,0.0,0
211,34,broiler,28.65,87.7,151.9,0.05,0.0,0
211,35,broiler,29.25,93.7,195.6,0.19,0.0,0
211,36,broiler,29.0,93.8,167.1,0.17,0.0,0
211,37,broiler,29.29,105.3,169.8,0.0,0.0,0
211,38,broiler,29.31,107.1,228.6,0.1,0.0,0
211,39,broiler,31.14,86.0,250.8,0.07,0.0,1
211,40,broiler,27.33,110.9,216.5,0.31,0.0,0
211,41,broiler,28.8,99.7,202.3,0.48,0.0,0
211,42,broiler,30.33,88.3,258.8,0.06,0.0,1
211,43,broiler,28.17,111.5,215.5,0.38,0.0,0
211,44,broiler,27.47,88.0,152.0,0.54,0.0,0
211,45,broiler,34.38,110.8,375.9,0.19,0.0,1
211,46,broiler,28.84,113.2,235.6,0.44,0.0,0
211,47,broiler,27.71,77.5,150.1,0.33,0.0,0
211,48,broiler,27.53,82.7,180.6,0.28,0.0,0
211,49,broiler,26.76,127.9,278.8,0.0,0.0,0
211,50,broiler,27.92,103.5,219.0,0.29,0.0,0
211,51,broiler,30.26,99.4,309.9,0.56,0.0,1
211,52,broiler,27.79,94.3,164.7,0.0,0.0,0
211,53,broiler,30.27,79.5,235.1,0.04,0.0,1
211,54,broiler,26.4,103.3,200.3,0.36,0.0,0
211,55,broiler,29.63,131.9,234.2,0.62,0.0,0
211,56,broiler,32.57,95.1,325.2,0.0,0.0,1
211,57,broiler,29.96,107.4,213.4,0.22,0.0,0
211,58,broiler,28.77,87.5,182.5,0.34,0.0,0
211,59,broiler,27.15,102.4,199.3,0.27,0.0,0
211,60,broiler,29.16,117.4,208.0,0.28,0.0,0
211,61,broiler,28.92,89.0,171.1,0.14,0.0,0
211,62,broiler,30.16,78.1,276.8,0.22,0.0,1
211,63,broiler,26.07,96.9,212.6,0.25,0.0,0
211,64,broiler,28.27,104.5,198.8,0.17,0.0,0
211,65,broiler,28.68,123.0,270.2,0.23,0.0,0
211,66,broiler,27.55,108.6,229.8,0.62,0.0,0
211,67,broiler,24.89,111.9,199.4,0.29,0.0,0
211,68,broiler,23.75,118.4,248.8,0.0,0.0,0
211,69,broiler,30.31,71.7,253.0,0.17,0.0,1
211,70,broiler,26.49,88.3,147.9,0.35,0.0,0
211,71,broiler,30.7,95.8,328.8,0.25,0.0,1
211,72,broiler,26.4,107.4,185.8,0.17,0.0,0
211,73,broiler,28.09,119.1,253.8,0.34,0.0,0
211,74,broiler,27.77,130.6,247.6,0.27,0.0,0
211,75,broiler,29.18,78.4,149.5,0.2,0.0,0
211,76,broiler,26.1,134.6,264.7,0.32,0.0,0
211,77,broiler,29.15,120.1,216.3,0.36,0.0,0
211,78,broiler,30.61,79.6,272.0,0.08,0.0,1
211,79,broiler,30.4,73.1,192.4,0.25,0.0,1
211,80,broiler,24.46,95.3,207.2,0.0,0.0,0
211,81,broiler,30.96,67.0,175.2,0.39,0.0,1
211,82,broiler,29.46,123.7,244.7,0.37,0.0,0
211,83,broiler,28.31,88.6,166.3,0.18,0.0,0
211,84,broiler,29.16,71.6,189.5,0.12,0.0,4
211,85,broiler,26.32,96.8,202.2,0.68,0.0,0
211,86,broiler,27.58,113.8,244.5,0.39,0.0,0
211,87,broiler,27.67,87.0,243.8,0.23,0.0,4
211,88,broiler,29.94,85.3,139.6,0.15,0.0,0
211,89,broiler,29.35,113.4,189.8,0.21,0.0,0
211,90,broiler,28.0,116.6,225.5,0.29,0.0,0
212,1,layer,24.49,132.1,235.9,0.46,75.3,0
212,2,layer,23.19,108.0,227.6,0.0,75.3,0
212,3,layer,24.81,139.9,302.3,0.46,91.7,0
212,4,layer,25.9,104.2,196.5,0.32,78.3,0
212,5,layer,25.3,111.4,178.4,0.42,88.8,0
212,6,layer,25.27,131.1,234.6,0.59,83.8,0
212,7,layer,25.45,120.0,256.8,0.4,96.6,0
212,8,layer,23.31,71.8,208.0,10.04,24.3,2
212,9,layer,23.84,81.4,166.8,0.01,74.4,0
212,10,layer,19.74,111.9,185.8,0.37,80.2,0
212,11,layer,23.91,87.1,168.2,0.48,67.9,0
212,12,layer,25.81,114.2,219.2,0.26,87.1,0
212,13,layer,22.48,139.8,291.8,0.32,68.3,0
212,14,layer,19.65,116.3,206.7,0.33,75.7,0
212,15,layer,23.08,119.4,262.3,0.19,58.5,0
212,16,layer,21.08,117.5,194.5,0.64,83.9,0
212,17,layer,23.76,113.2,216.8,0.36,64.2,0
212,18,layer,26.89,83.5,179.6,2.25,75.0,3
212,19,layer,23.7,127.6,264.6,0.11,69.9,0
212,20,layer,23.91,79.4,284.4,8.17,31.6,2
212,21,layer,27.51,123.1,265.9,0.1,75.9,0
212,22,layer,25.28,131.6,231.5,0.15,82.1,0
212,23,layer,23.44,110.3,183.4,0.82,82.2,0
212,24,layer,23.49,159.1,271.5,0.0,77.9,0
212,25,layer,26.09,142.1,247.5,0.0,97.4,0
212,26,layer,28.46,124.7,208.1,0.47,85.1,0
212,27,layer,23.03,95.8,273.0,5.53,71.4,3
212,28,layer,23.05,125.2,202.1,0.05,65.4,0
212,29,layer,23.31,117.4,203.0,0.7,88.0,0
212,30,layer,25.56,120.9,198.2,0.15,57.3,0
212,31,layer,24.44,134.9,218.6,0.42,58.6,0
212,32,layer,21.85,99.1,180.6,0.51,72.3,0
212,33,layer,23.5,119.5,225.0,0.08,69.7,0
212,34,layer,22.55,124.1,202.2,0.04,87.7,0
212,35,layer,23.91,114.8,238.5,0.21,54.2,0
212,36,layer,23.18,149.1,286.5,0.38,90.1,0
212,37,layer,23.89,116.3,237.3,0.31,92.3,0
212,38,layer,23.19,87.9,216.4,2.15,78.7,3
212,39,layer,20.96,107.6,223.8,0.4,66.2,0
212,40,layer,26.03,117.0,245.7,0.21,63.5,0
212,41,layer,20.76,117.3,242.4,0.14,68.2,0
212,42,layer,23.93,113.1,218.3,0.54,82.5,0
212,43,layer,26.26,120.2,240.2,0.54,69.4,0
212,44,layer,23.67,125.2,245.5,0.34,93.9,0
212,45,layer,24.19,121.6,207.9,0.4,75.6,0
